"diputado_id","diputado_apellido","diputado_nombre","diputado_genero","diputado_distrito","mandato_inicio","mandato_fin","diputado_juramento","diputado_cese","diputado_bloque","bloque_inicio","bloque_fin"
"HCDN1075","GRIBAUDO","CHRISTIAN ALEJANDRO","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"PRO",2007-12-10,2011-12-09
"HCDN1075","GRIBAUDO","CHRISTIAN ALEJANDRO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2016-02-29,"UNION PRO",2013-12-10,2016-02-29
"HCDN1269","GROSSO","LEONARDO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1269","GROSSO","LEONARDO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-06-22
"HCDN1269","GROSSO","LEONARDO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PERONISMO PARA LA VICTORIA",2016-06-23,2018-10-25
"HCDN1269","GROSSO","LEONARDO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"MOVIMIENTO EVITA",2018-10-26,2019-12-09
"HCDN1270","GUCCIONE","JOSE DANIEL","M","MISIONES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1458","GUERIN","MARIA ISABEL","F","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1029","GULLO","JUAN CARLOS DANTE","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1344","GUTIERREZ","HECTOR MARIA","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN1271","GUTIERREZ","MONICA EDITH","F","CORDOBA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1561","GUZMAN","ANDRES ERNESTO","M","CORDOBA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2016-03-01,2016-06-22
"HCDN1561","GUZMAN","ANDRES ERNESTO","M","CORDOBA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"PERONISMO PARA LA VICTORIA",2016-06-23,2017-06-25
"HCDN1561","GUZMAN","ANDRES ERNESTO","M","CORDOBA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"BRIGADIER GENERAL JUAN BAUTISTA BUSTOS",2017-06-26,2017-12-09
"HCDN1179","GUZMAN","OLGA ELIZABETH","F","NEUQUEN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"MOV POP NEUQUINO",2009-12-10,2013-12-09
"HCDN1345","GUZMAN","SANDRO ADRIAN","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE RENOVADOR",2013-12-10,2015-05-11
"HCDN1345","GUZMAN","SANDRO ADRIAN","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"NO INTEGRA BLOQUE",2015-05-12,2015-12-14
"HCDN1345","GUZMAN","SANDRO ADRIAN","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"BLOQUE SOCIAL CRISTIANO",2015-12-15,2016-03-14
"HCDN1345","GUZMAN","SANDRO ADRIAN","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"JUNTOS POR ARGENTINA",2016-03-15,2016-11-30
"HCDN1345","GUZMAN","SANDRO ADRIAN","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE NORTE",2016-12-01,2017-12-09
"HCDN1325","HARISPE","GASTON","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"NUEVO ENCUENTRO POPULAR Y SOLIDARIO",2011-12-10,2011-12-12
"HCDN1325","HARISPE","GASTON","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"NUEVO ENCUENTRO",2011-12-13,2013-06-27
"HCDN1325","HARISPE","GASTON","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE NUEVO ENCUENTRO",2013-06-28,2013-12-18
"HCDN1325","HARISPE","GASTON","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-19,2015-12-09
"HCDN1180","HELLER","CARLOS SALOMON","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"NUEVO ENCUENTRO POPULAR Y SOLIDARIO",2009-12-10,2011-12-12
"HCDN1180","HELLER","CARLOS SALOMON","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"NUEVO ENCUENTRO",2011-12-13,2013-06-27
"HCDN1180","HELLER","CARLOS SALOMON","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE NUEVO ENCUENTRO",2013-06-28,2013-12-09
"HCDN1180","HELLER","CARLOS SALOMON","M","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE NUEVO ENCUENTRO",2013-12-10,2015-06-08
"HCDN1180","HELLER","CARLOS SALOMON","M","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"SOLIDARIO SI",2015-06-09,2017-12-09
"HCDN1523","HERNANDEZ","MARTIN OSVALDO","M","FORMOSA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN2445","HERRERA","BERNARDO JOSE","M","SANTIAGO DEL ESTERO",2017-12-10,2021-12-09,2019-04-04,2021-12-09,"FRENTE CIVICO POR SANTIAGO",2019-04-04,2021-12-09
"HCDN0612","HERRERA","GRISELDA NOEMI","F","LA RIOJA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0996","HERRERA","JOSE ALBERTO","M","SANTIAGO DEL ESTERO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE CIVICO POR SANTIAGO",2007-12-10,2011-12-09
"HCDN0996","HERRERA","JOSE ALBERTO","M","SANTIAGO DEL ESTERO",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE CIVICO POR SANTIAGO",2011-12-10,2015-12-09
"HCDN0996","HERRERA","JOSE ALBERTO","M","SANTIAGO DEL ESTERO",2015-12-10,2019-12-09,2015-12-04,2017-11-08,"FRENTE CIVICO POR SANTIAGO",2015-12-10,2017-11-08
"HCDN1529","HERRERA","LUIS BEDER","M","LA RIOJA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-02-11
"HCDN1529","HERRERA","LUIS BEDER","M","LA RIOJA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"JUSTICIALISTA",2016-02-12,2019-12-09
"HCDN1464","HERS CABRAL","ANABELLA RUTH","F","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2018-12-12,"UNION PRO",2015-12-10,2017-12-09
"HCDN1464","HERS CABRAL","ANABELLA RUTH","F","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2018-12-12,"PRO",2017-12-10,2018-12-12
"HCDN1484","HORNE","SILVIA RENEE","F","RIO NEGRO",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2016-03-01,2016-06-22
"HCDN1484","HORNE","SILVIA RENEE","F","RIO NEGRO",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"PERONISMO PARA LA VICTORIA",2016-06-23,2018-10-25
"HCDN1484","HORNE","SILVIA RENEE","F","RIO NEGRO",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"MOVIMIENTO EVITA",2018-10-26,2019-12-09
"HCDN0997","HOTTON","CYNTHIA LILIANA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PRO",2007-12-10,2009-07-30
"HCDN0997","HOTTON","CYNTHIA LILIANA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"VALORES PARA MI PAIS",2009-07-31,2011-12-09
"HCDN1573","HUCZAK","STELLA MARIS","F","MENDOZA",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"UNION PRO",2016-03-01,2017-12-09
"HCDN1573","HUCZAK","STELLA MARIS","F","MENDOZA",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN2436","HUMMEL","ASTRID","F","SANTA FE",2015-12-10,2019-12-09,2017-12-18,2019-12-09,"PRO",2017-12-18,2019-12-09
"HCDN1522","HUSS","JUAN MANUEL","M","ENTRE RIOS",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1272","IANNI","ANA MARIA","F","SANTA CRUZ",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1181","IBARRA","EDUARDO MAURICIO","M","SAN JUAN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-09
"HCDN1181","IBARRA","EDUARDO MAURICIO","M","SAN JUAN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UNION POR SAN JUAN",2011-12-10,2013-12-09
"HCDN0660","IBARRA","VILMA LIDIA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"ENCUENTRO POPULAR",2007-12-10,2007-12-25
"HCDN0660","IBARRA","VILMA LIDIA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"ENCUENTRO POPULAR Y SOCIAL",2007-12-26,2009-12-09
"HCDN0660","IBARRA","VILMA LIDIA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"NUEVO ENCUENTRO POPULAR Y SOLIDARIO",2009-12-10,2011-12-09
"HCDN1031","IGLESIAS","FERNANDO ADOLFO","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN1031","IGLESIAS","FERNANDO ADOLFO","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN1031","IGLESIAS","FERNANDO ADOLFO","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1475","IGON","SANTIAGO NICOLAS","M","CHUBUT",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1499","INCICCO","LUCAS CIRIACO","M","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1499","INCICCO","LUCAS CIRIACO","M","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN2384","INFANTE","HUGO ORLANDO","M","SANTIAGO DEL ESTERO",2017-12-10,2021-12-09,2017-12-06,2018-12-30,"FRENTE CIVICO POR SANTIAGO",2017-12-10,2018-12-30
"HCDN1346","INSAURRALDE","MARTIN","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2014-12-10,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2014-12-10
"HCDN0760","IRRAZABAL","JUAN MANUEL","M","MISIONES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1392","ISA","EVITA NELIDA","F","SALTA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2016-02-03
"HCDN1392","ISA","EVITA NELIDA","F","SALTA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"JUSTICIALISTA",2016-02-04,2017-12-09
"HCDN1134","ITURRASPE","NORA GRACIELA","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"SI POR LA UNIDAD POPULAR",2009-12-10,2011-09-06
"HCDN1134","ITURRASPE","NORA GRACIELA","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UNIDAD POPULAR",2011-09-07,2013-12-09
"HCDN1410","JALDO","OSVALDO FRANCISCO","M","TUCUMAN",2013-12-10,2017-12-09,2013-12-04,2014-03-05,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2014-03-05
"HCDN1403","JAVKIN","PABLO LAUTARO","M","SANTA FE",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"COALICION CIVICA ARI - UNEN",2013-12-10,2015-12-09
"HCDN1407","JUAREZ","MANUEL HUMBERTO","M","SANTIAGO DEL ESTERO",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE CIVICO POR SANTIAGO",2013-12-10,2017-12-09
"HCDN1353","JUAREZ","MYRIAN DEL VALLE","F","CATAMARCA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE CIVICO Y SOCIAL DE CATAMARCA",2013-12-10,2017-12-09
"HCDN1273","JUNIO","JUAN CARLOS ISAAC","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"NUEVO ENCUENTRO POPULAR Y SOLIDARIO",2011-12-10,2011-12-12
"HCDN1273","JUNIO","JUAN CARLOS ISAAC","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"NUEVO ENCUENTRO",2011-12-13,2013-06-27
"HCDN1273","JUNIO","JUAN CARLOS ISAAC","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE NUEVO ENCUENTRO",2013-06-28,2015-06-08
"HCDN1273","JUNIO","JUAN CARLOS ISAAC","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"SOLIDARIO SI",2015-06-09,2015-12-09
"HCDN1182","JURI","MARIANA","F","MENDOZA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1076","KATZ","DANIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"DE LA CONCERTACION",2007-12-10,2008-08-13
"HCDN1076","KATZ","DANIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"CONSENSO FEDERAL",2008-08-14,2009-11-11
"HCDN1076","KATZ","DANIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"UCR",2009-11-12,2011-12-09
"HCDN0998","KENNY","EDUARDO ENRIQUE FEDERICO","M","LA PAMPA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UCR",2007-12-10,2011-12-09
"HCDN1337","KICILLOF","AXEL","M","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1489","KIRCHNER","MAXIMO CARLOS","M","SANTA CRUZ",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN0707","KIRCHNER","NESTOR CARLOS","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2010-10-27,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2010-10-27
"HCDN0999","KORENFELD","BEATRIZ LILIANA","F","SANTA CRUZ",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1274","KOSINER","PABLO FRANCISCO JUAN","M","SALTA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1274","KOSINER","PABLO FRANCISCO JUAN","M","SALTA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-02-03
"HCDN1274","KOSINER","PABLO FRANCISCO JUAN","M","SALTA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"JUSTICIALISTA",2016-02-04,2019-12-09
"HCDN0895","KRONEBERGER","DANIEL RICARDO","M","LA PAMPA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UCR",2011-12-10,2015-12-09
"HCDN0895","KRONEBERGER","DANIEL RICARDO","M","LA PAMPA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN0896","KUNKEL","CARLOS MIGUEL","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0896","KUNKEL","CARLOS MIGUEL","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN2385","LACOSTE","JORGE ENRIQUE","M","ENTRE RIOS",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN1358","LAGORIA","ELIA NELLY","F","CHUBUT",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"TRABAJO Y DIGNIDAD",2013-12-10,2017-12-09
"HCDN1077","LANCETA","RUBEN ORFEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"UCR",2007-12-10,2011-12-09
"HCDN0837","LANDAU","JORGE ALBERTO","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0837","LANDAU","JORGE ALBERTO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-11-30,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-11-30
"HCDN1275","LARROQUE","ANDRES","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1275","LARROQUE","ANDRES","M","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1433","LASPINA","LUCIANO ANDRES","M","SANTA FE",2013-12-10,2017-12-09,2015-02-25,2017-12-09,"UNION PRO",2015-02-25,2017-12-09
"HCDN1433","LASPINA","LUCIANO ANDRES","M","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1468","LAVAGNA","MARCO","M","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2019-06-25
"HCDN1468","LAVAGNA","MARCO","M","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"CONSENSO FEDERAL",2019-06-26,2019-12-09
"HCDN2386","LEAVY","SERGIO NAPOLEON","M","SALTA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1096","LEDESMA","JULIO RUBEN","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"CORRIENTE DE PENSAMIENTO FEDERAL",2009-12-10,2013-09-10
"HCDN1096","LEDESMA","JULIO RUBEN","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE RENOVADOR",2013-09-11,2013-12-09
"HCDN0811","LEGUIZAMON","MARIA LAURA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN2389","LEHMANN","MARIA LUCILA","F","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"COALICION CIVICA",2017-12-10,2021-12-09
"HCDN1000","LEVERBERG","STELLA MARIS","F","MISIONES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1000","LEVERBERG","STELLA MARIS","F","MISIONES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1078","LINARES","MARIA VIRGINIA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-11-11
"HCDN1078","LINARES","MARIA VIRGINIA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"GEN",2009-11-12,2011-12-09
"HCDN1078","LINARES","MARIA VIRGINIA","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"GEN",2011-12-10,2015-12-09
"HCDN1445","LIPOVETZKY","DANIEL ANDRES","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1445","LIPOVETZKY","DANIEL ANDRES","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN1579","LITZA","MONICA EDITH","F","BUENOS AIRES",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2016-03-01,2017-12-09
"HCDN1183","LLANOS","ERMINDO EDGARDO MARCELO","M","JUJUY",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-14,2013-12-09
"HCDN1476","LLANOS MASSA","ANA MARIA","F","CHUBUT",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN2390","LLARYORA","MARTIN MIGUEL","M","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"CORDOBA FEDERAL",2017-12-10,2021-12-09
"HCDN1038","LLERA","TIMOTEO","M","MISIONES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1563","LOPARDO","MARIA PAULA","F","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"UNION PRO",2016-03-01,2017-12-09
"HCDN2401","LOPEZ","JUAN MANUEL","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"COALICION CIVICA",2017-12-10,2021-12-09
"HCDN1393","LOPEZ","PABLO SEBASTIAN","M","SALTA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",2013-12-10,2017-12-09
"HCDN1002","LOPEZ","RAFAEL ANGEL","M","FORMOSA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0014","LOPEZ ARIAS","MARCELO EDUARDO","M","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2009-09-07
"HCDN0014","LOPEZ ARIAS","MARCELO EDUARDO","M","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PERONISTA SALTEÑO",2009-09-08,2009-12-09
"HCDN0014","LOPEZ ARIAS","MARCELO EDUARDO","M","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PERONISTA",2009-12-10,2011-12-09
"HCDN1482","LOPEZ KOENIG","LEANDRO GASTON","M","NEUQUEN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1482","LOPEZ KOENIG","LEANDRO GASTON","M","NEUQUEN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN1110","LORGES","JUAN CARLOS","M","BUENOS AIRES",2007-12-10,2011-12-09,2009-05-20,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-05-20,2011-12-09
"HCDN1439","LOSPENNATO","SILVIA GABRIELA","F","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1439","LOSPENNATO","SILVIA GABRIELA","F","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN1276","LOTTO","INES BEATRIZ","F","FORMOSA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1276","LOTTO","INES BEATRIZ","F","FORMOSA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1043","LOUSTEAU","MARTIN","M","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2016-02-29,"SUMA + UNEN",2013-12-10,2016-02-29
"HCDN1043","LOUSTEAU","MARTIN","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"EVOLUCION RADICAL",2017-12-10,2021-12-09
"HCDN0799","LOZANO","CLAUDIO RAUL","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"BUENOS AIRES PARA TODOS EN PROYECTO SUR",2007-12-10,2009-12-09
"HCDN0799","LOZANO","CLAUDIO RAUL","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"MOVIMIENTO PROYECTO SUR",2009-12-10,2011-09-06
"HCDN0799","LOZANO","CLAUDIO RAUL","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UNIDAD POPULAR",2011-09-07,2011-12-09
"HCDN0799","LOZANO","CLAUDIO RAUL","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UNIDAD POPULAR",2011-12-10,2015-12-09
"HCDN1003","LUNA DE MARCOS","ANA ZULEMA","F","SANTIAGO DEL ESTERO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE CIVICO POR SANTIAGO",2007-12-10,2011-12-09
"HCDN0513","LUSQUIÑOS","LUIS BERNARDO","M","SAN LUIS",2013-12-10,2017-12-09,2016-03-01,2017-06-17,"COMPROMISO FEDERAL",2016-03-01,2017-06-17
"HCDN1379","MAC ALLISTER","CARLOS JAVIER","M","LA PAMPA",2013-12-10,2017-12-09,2013-12-04,2015-12-28,"UNION PRO",2013-12-10,2015-12-28
"HCDN0440","MACALUSE","EDUARDO GABRIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"ARI AUTONOMO 8 +",2007-12-10,2008-05-22
